id,masked,original
9293,what comic [MASK] you like [MASK] go ?,what day would you like to go ?
9294,i [MASK] successfully Tho [MASK] tickets [MASK] [MASK] [MASK] show [MASK] 7:20 [MASK],i have successfully purchased 3 tickets to the 7:05 show ! enjoy !
9295,where [MASK] [MASK] best Along [MASK] princeton [MASK] nj [MASK] get italian eyes ?,"where is the best place in princeton , nj to get italian food ?"
9296,[MASK] [MASK] [MASK] big fat greek wedding [MASK] go nicely [MASK] [MASK] italian food [MASK],hmmm ... my big fat greek wedding would go nicely with some italian food .
9297,it Century [MASK] [MASK] [MASK] day [MASK] you like [MASK] go ?,it sure would ! what day would you like to go ?
9298,"there is [MASK] 2:20 showing available [MASK] regal commerce center evening, [MASK] [MASK] [MASK] that acceptable ?",there is a 2:20 showing available at regal commerce center stadium 18 . is that acceptable ?
9299,[MASK] VALLEY tickets [MASK] you like ?,how many tickets would you like ?
9300,i [MASK] successfully purchased [MASK] tickets [MASK] [MASK] [MASK] show [MASK] enjoy [MASK],i have successfully purchased 7 tickets to the 2:20 show ! enjoy !
9301,i [MASK] successfully [MASK] [MASK] 3:10 to [MASK] 11:40 am [MASK] [MASK] enjoy [MASK],i have successfully purchased 6 tickets to the 11:40 am show ! enjoy !
9302,[MASK] carmike [MASK] conyers [MASK] work fine [MASK] it is [MASK] same distance [MASK] [MASK] [MASK],"the carmike in conyers will work fine , it is the same distance from me ."
9303,i think batman [MASK] superman sounds good [MASK] what [MASK] [MASK] showtimes ?,i think batman vs superman sounds good . what are the showtimes ?
9304,[MASK] i 8:00pm [MASK] Northpark [MASK] tickets [MASK] [MASK] [MASK] pm [MASK] in [MASK] seem ?,can i get a pair of tickets to the 9:30 pm showing in 3 d ?
9305,i [MASK] [MASK] purchased [MASK] tickets [MASK] [MASK] 9:30 show [MASK] enjoy [MASK],i have successfully purchased 2 tickets to the 9:30 show ! enjoy !
9306,"[MASK] , book [MASK] 4:45 time [MASK]","okay , book the 4:45 time please"
9307,i [MASK] successfully purchased [MASK] tickets [MASK] [MASK] [MASK] show [MASK] enjoy [MASK],i have successfully purchased 4 tickets to the 4:45 show ! enjoy !
9308,are there [MASK] movies that [MASK] good [MASK] kids [MASK] right Ibook ?,are there any movies that are good for kids out right now ?
9309,[MASK] day [MASK] you tomrrow [MASK] go ?,what day would you like to go ?
9310,that [MASK] work [MASK] [MASK] [MASK],that will work at 6:45 please
9311,i [MASK] successfully purchased [MASK] Fallen\r\nR [MASK] [MASK] Monica? tickets [MASK] the [MASK] show [MASK] enjoy [MASK],i have successfully purchased 2 adult and 2 child tickets to the 6:45 show ! enjoy !
9312,"i [MASK] picky, purchased [MASK] [MASK] [MASK] [MASK] [MASK] show [MASK] enjoy !",i have successfully purchased 2 tickets to the 1:05 show ! enjoy !
9313,hello [MASK] is [MASK] still playing ? detroit zip code [MASK] [MASK] [MASK],"hello , is deadpool still playing ? my zip code is 15217 ."
9314,[MASK] so. [MASK] [MASK] i get tickets for [MASK] 5:30 showing ? [MASK] [MASK] people ?,"thank you , can i get tickets for the 5:30 showing ? for three people ?"
9315,thank you so much [MASK] your help [MASK],thank you so much for your help !
9316,are there [MASK] 3d showings [MASK] [MASK] [MASK] me,are there any 3d showings of batman near me
9317,how many tickets [MASK] you like ?,how many tickets would you like ?
9318,i [MASK] successfully purchased [MASK] ticket [MASK] [MASK] [MASK] pm show [MASK] enjoy [MASK],i have successfully purchased 1 ticket to the 7 pm show ! enjoy !
9319,[MASK] morning [MASK] i have [MASK] question .,"good morning , i have a question ."
9320,[MASK] how may i West you,hello how may i help you
9321,i need [MASK] purchase tickets [MASK] [MASK] her star wars sci-fi?,i need to purchase tickets for the new star wars movie
9322,im [MASK] lexington [MASK] [MASK] [MASK] i [MASK] prefer [MASK] see [MASK] movie [MASK] fayette mall [MASK],"im in lexington , kentucky . i 'd prefer to see the movie near fayette mall ."
9323,[MASK] date [MASK] time would you like to go ?,what date and time would you like to go ?
9324,i would [MASK] [MASK] go idea [MASK] dinner time,i would prefer to go tomorrow around dinner time
9325,great how many tickets [MASK] you need ?,great how many tickets do you need ?
9326,i only [MASK] [MASK] ticket [MASK] and [MASK] prefer [MASK] pay [MASK] visa,i only need one ticket please and would prefer to pay on visa
9327,are [MASK] [MASK] other named films [MASK] my [MASK] fat saturday. wedding playing in 1)6:20 ?,are there any other romance films besides my big fat greek wedding playing in seattle ?
9328,[MASK] popular. 11201 movies that [MASK] [MASK] rated [MASK] [MASK] theaters [MASK] [MASK] beach california ?,any good action movies that are n't rated r in theaters near venice beach california ?
9329,"[MASK] , [MASK] you recommend [MASK] kid [MASK] [MASK] other [MASK] Drive-In\r\nMovie ?","hello , can you recommend a kid 's movie other than zootopia ?"
9330,[MASK] i [MASK] help [MASK] that [MASK] what [MASK] [MASK] zipcode [MASK] your [MASK] ?,hi i can help with that . what is the zipcode near your area ?
9331,that works [MASK] [MASK] Glendale playing tonight [MASK] [MASK] ?,"that works , is it playing tonight after 6 ?"
9332,[MASK] it [MASK] playing [MASK] 6:40 pm [MASK] [MASK] [MASK] pm tonight,"yes it is playing at 6:40 pm , and 9 pm tonight"
9333,[MASK] [MASK] [MASK] [MASK] [MASK] kids [MASK] [MASK] adult [MASK],6:40 please . for 2 kids and 1 adult .
9334,thank Goodrich. [MASK] your help [MASK],thank you for your help !
9335,lets [MASK] [MASK] [MASK] [MASK] tickets,lets do 1125 for 2 tickets
9336,Starplex [MASK] successfully purchased [MASK] tickets to [MASK] [MASK] show [MASK] enjoy [MASK],i have successfully purchased 2 tickets to the 11:25 show ! enjoy !
9337,i want [MASK] go see zip-code [MASK] [MASK] [MASK] area tommorw [MASK] [MASK] pm,i want to go see zootopia in the 44510 area tommorw around 7 pm
9338,i want [MASK] tickets [MASK] kids [MASK] adults [MASK],i want 5 tickets 3 kids 2 adults please
9339,[MASK] Action. also tell me what time [MASK] DEADPOOL opens,could you also tell me what time this theater opens
9340,i [MASK] successfully purchased 3 child [MASK] [MASK] adult tickets [MASK] [MASK] [MASK] pm show [MASK] enjoy [MASK],i have successfully purchased 3 child and 2 adult tickets to the 7 pm show ! enjoy !
9341,there are plenty [MASK] showtimes [MASK] friday [MASK] [MASK] time [MASK] you like [MASK] go ?,there are plenty of showtimes on friday . what time would you like to go ?
9342,total price [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] you like [MASK] proceed [MASK] [MASK] purchase ?,total price is $ 28.90 for 2 tickets . would you like to proceed with the purchase ?
9343,[MASK] tickets [MASK] [MASK] successfully purchased [MASK] enjoy your Mall: [MASK] friday [MASK],2 tickets have been successfully purchased . enjoy your show this friday !
9344,please buy [MASK] tickets [MASK] a showing [MASK] Seattle: [MASK] blacks race [MASK] philadelphia [MASK],please buy 2 tickets to a showing of meet the blacks tomorrow in philadelphia .
9345,i [MASK] [MASK] [MASK] [MASK] tickets [MASK] [MASK] 3:20 show [MASK] enjoy [MASK],i have successfully purchased 2 tickets to the 3:20 show ! enjoy !
9346,need [MASK] tickets [MASK] action film tonight [MASK] hanover [MASK] pa,"need 2 tickets for action film tonight in hanover , pa"
9347,[MASK] batman [MASK] 3d [MASK] [MASK] please,yes batman in 3d at 9:40 please
9348,i [MASK] successfully purchased 2 tickets [MASK] [MASK] [MASK] region [MASK] enjoy [MASK],i have successfully purchased 2 tickets to the 9:40 show ! enjoy !
9349,i [MASK] successfully purchased [MASK] tickets [MASK] [MASK] [MASK] show [MASK] enjoy [MASK],i have successfully purchased 2 tickets to the 7:10 show ! enjoy !
9350,[MASK] buy [MASK] tickets [MASK] [MASK] showing [MASK] [MASK] boss friday night [MASK] [MASK] [MASK] [MASK],please buy 2 tickets to a showing of the boss friday night in deptford nj .
9351,i [MASK] successfully 5:30pm [MASK] [MASK] to the [MASK] pm show [MASK] matinee !,i have successfully purchased 2 tickets to the 8 pm show ! enjoy !
9352,i have successfully purchased 2 tickets [MASK] [MASK] [MASK] show [MASK] enjoy !,i have successfully purchased 2 tickets to the 7:10 show ! enjoy !
9353,"6:20 [MASK] Drama, [MASK] looking [MASK] [MASK] early showing [MASK]",located in orlando . looking for an early showing .
9354,there is [MASK] [MASK] coworker [MASK] 2:20 pm [MASK] [MASK] [MASK] [MASK] [MASK] showing [MASK] [MASK] Online [MASK] marketplace [MASK],"there is a 11:50 am , 2:20 pm , 4:55 , and 7:25 showing available at cinemark artegon marketplace ."
9355,[MASK] am [MASK] Oakwood [MASK] [MASK] much ?,11:50 am is perfect . how much ?
9356,i [MASK] successfully purchased [MASK] new? [MASK] [MASK] [MASK] am show [MASK] [MASK] [MASK],i have successfully purchased 2 tickets to the 11:50 am show ! enjoy !
9357,located [MASK] washington d.c. carol [MASK] best theater [MASK] [MASK],located in washington d.c. want the best theater please .
9358,is it cheaper during [MASK] day ?,is it cheaper during the day ?
9359,day tickets [MASK] [MASK] [MASK] [MASK] evening tickets [MASK] [MASK] [MASK] [MASK],"day tickets are $ 11.09 , evening tickets are $ 12.68 ."
9360,ok [MASK] lets do 4 [MASK] [MASK] pm,ok . lets do 4 ) 8 pm
9361,"please, [MASK] successfully w your [MASK] [MASK] 6-8pm [MASK] movie [MASK] thanks [MASK] booking [MASK] us [MASK]","i 've successfully booked your tickets , enjoy the movie and thanks for booking with us !"
9362,can you show me movies starting [MASK] noon [MASK] elgin illinois ?,can you show me movies starting around noon in elgin illinois ?
9363,how much is it [MASK] see zootopia ?,how much is it to see zootopia ?
9364,tickets [MASK] [MASK] [MASK] am show [MASK] [MASK] [MASK] [MASK] everybody [MASK],tickets to the 11:40 am show at 5.00 each for everybody .
9365,[MASK] [MASK] i [MASK] like [MASK] see [MASK] cloverfield lane [MASK] [MASK] is [MASK] [MASK] celebrate price ?,"actually , i 'd like to see 10 cloverfield lane instead . is that the same price ?"
9366,[MASK] [MASK] [MASK] price [MASK] [MASK] same [MASK] [MASK] 12:10 [MASK] [MASK],"yes , the price is the same for the 12:10 showing ."
9367,great [MASK] [MASK] i purchase [MASK] tickets [MASK] [MASK] ?,great . can i purchase three tickets for that ?
9368,i [MASK] successfully purchased [MASK] tickets [MASK] [MASK] [MASK] show [MASK] enjoy [MASK],i have successfully purchased 3 tickets to the 12:10 show ! enjoy !
9369,great [MASK] [MASK] tickets [MASK] [MASK] successfully purchased [MASK] enjoy [MASK] show [MASK],great ! 2 tickets have been successfully purchased . enjoy your show !
9370,[MASK] chongqing [MASK] pot playing [MASK] seattle ?,is chongqing hot pot playing in seattle ?
9371,[MASK] i get 2 tickets [MASK] the 6:35 showing ?,could i get 2 tickets to the 6:35 showing ?
9372,i [MASK] successfully purchased [MASK] tickets [MASK] [MASK] [MASK] show [MASK] Zip [MASK],i have successfully purchased 2 tickets to the 6:35 show ! enjoy !
9373,maybe [MASK] 6:30pm theatre [MASK] our [MASK] [MASK] be great [MASK] thank you [MASK],maybe a different theatre in our area would be great . thank you .
9374,i think [MASK] [MASK] [MASK] [MASK] perfect [MASK],i think the 730 would be perfect .
9375,i [MASK] successfully purchased [MASK] tickets to [MASK] [MASK] show [MASK] enjoy !,i have successfully purchased 2 tickets to the 7:30 show ! enjoy !
9376,[MASK] there [MASK] is deadpool still [MASK] theater or [MASK] i london late ?,"hi there , is deadpool still in theater or am i too late ?"
9377,[MASK] [MASK] yet? [MASK] [MASK] playing [MASK] [MASK] [MASK] you [MASK] me [MASK] [MASK] for tickets ?,"yes , deadpool is still playing , where do you want me to look for tickets ?"
9378,"yes [MASK] [MASK] owosso , card toorrow around7","yes please in owosso , mi toorrow around7"
9379,[MASK] [MASK] [MASK] [MASK] area tickets [MASK] enjoy [MASK] movie [MASK] thanks [MASK] booking [MASK] us,"i 've successfully booked your tickets , enjoy the movie and thanks for booking with us"
9380,[MASK] Redding me a theater which [MASK] showing imax 3d movies [MASK] [MASK] nyc area,please find me a theater which is showing imax 3d movies in the nyc area
9381,amc loews [MASK] square [MASK] has imax 3d showings available [MASK],amc loews lincoln square 13 has imax 3d showings available .
9382,[MASK] movies [MASK] they offering [MASK] Street [MASK] d ?,what movies are they offering in imax 3 d ?
9383,right [MASK] [MASK] just batman [MASK] [MASK] . the only [MASK] left tonight [MASK] [MASK] [MASK] pm [MASK],"right now , just batman v superman . the only showing left tonight is at 10:45 pm ."
9384,"that [MASK] [MASK] fine , plans much [MASK] tickets ?","that should be fine , how much are tickets ?"
9385,tickets [MASK] [MASK] [MASK] [MASK] how many tickets [MASK] you like ?,tickets are 21.99 each . how many tickets would you like ?
9386,"[MASK] Burbank, [MASK] [MASK] [MASK] [MASK] tickets [MASK]",:o expensive .. ill need 3 tickets please
9387,"i [MASK] Mall, Fredericksburg [MASK] tickets [MASK] [MASK] [MASK] show [MASK] enjoy [MASK]",i have successfully purchased 3 tickets to the 10:45 show ! enjoy !
9388,are there [MASK] 3d kids Embrace [MASK] lansing ?,are there any 3d kids movies in lansing ?
9389,[MASK] [MASK] [MASK] [MASK] Be format ? [MASK] [MASK] need [MASK] tickets [MASK] friday afternoon [MASK],how about zootopia in normal format ? i would need 3 tickets for friday afternoon .
9390,excellent ! i [MASK] purchased [MASK] tickets [MASK] [MASK] [MASK] [MASK] showing [MASK] enjoy the movie [MASK],excellent ! i 've purchased 2 tickets to the 115 pm showing . enjoy the movie !
9391,maybe [MASK] Wedding. theatre [MASK] our area [MASK] [MASK] [MASK] [MASK] thank you [MASK],maybe a different theatre in our area would be great . thank you .
9392,i believe [MASK] [MASK] [MASK] [MASK] perfect,i believe the 730 would be perfect
9393,bye. [MASK] successfully purchased [MASK] tickets [MASK] [MASK] [MASK] show [MASK] enjoy [MASK],i have successfully purchased 2 tickets to the 7:30 show ! enjoy !
9394,there is [MASK] 1:45 pm Calombaris. available [MASK] ua riverview plaza stadium [MASK] [MASK] [MASK] that acceptable ?,there is a 1:45 pm showing available at ua riverview plaza stadium 17 . is that acceptable ?
9395,i [MASK] successfully purchased [MASK] tickets [MASK] [MASK] [MASK] postal [MASK] [MASK] [MASK],i have successfully purchased 2 tickets to the 1:45 show ! enjoy !
9396,[MASK] [MASK] that is [MASK] [MASK] thanks [MASK],"no , that is all . thanks ."
9397,[MASK] GET 2 tickets [MASK] [MASK] latest showing of hardcore [MASK] tomorrow [MASK] philadelphia [MASK],please buy 2 tickets to the latest showing of hardcore henry tomorrow in philadelphia .
9398,there is [MASK] [MASK] pm [MASK] [MASK] [MASK] work [MASK] [MASK] ?,there is a 9 pm showing will this work for you ?
9399,are there [MASK] children [MASK] Where playing [MASK] charlotte [MASK] [MASK] [MASK] coming [MASK] ?,"are there any children 's movies playing in charlotte , nc this coming weekend ?"
9400,[MASK] day [MASK] you like to go ?,what day would you like to go ?
9401,[MASK] [MASK] [MASK] [MASK] thank you [MASK] your help [MASK],"yes , please . thank you for your help ."
9402,[MASK] [MASK] tickets [MASK] near [MASK] [MASK] [MASK] pm [MASK] tomorrow,zootopia. 2 tickets . near springfield . 7 pm . tomorrow
9403,[MASK] you [MASK] specify your location ? there are multiple springfields,could you please specify your location ? there are multiple springfields
9404,i [MASK] bakersfield purchased [MASK] tickets [MASK] [MASK] [MASK] pm Uh [MASK] enjoy [MASK],i have successfully purchased 2 tickets to the 7 pm show ! enjoy !
9405,i need [MASK] tickets for zootopia [MASK] [MASK] d [MASK] [MASK] pm [MASK] [MASK] [MASK] [MASK] [MASK] [MASK],"i need 2 tickets for zootopia in 2 d around 5 pm tomorrow , theater closer to 60062"
9406,Gay is [MASK] 4:45 showing [MASK] tomorrow [MASK] amc northbrook [MASK] [MASK] [MASK] [MASK] that acceptable ?,there is a 4:45 showing available tomorrow at amc northbrook court 14 . is that acceptable ?
9407,i have successfully purchased [MASK] Heights to [MASK] [MASK] show [MASK] enjoy [MASK],i have successfully purchased 2 tickets to the 4:45 show ! enjoy !
9408,i need 3 tickets [MASK] see deadpool [MASK] [MASK] seattle [MASK] 6 pm,i need 3 tickets to see deadpool tomorrow in seattle at 6 pm
9409,there is [MASK] 5:15 showing available at [MASK] pacific place [MASK] [MASK] [MASK] that acceptable ?,there is a 5:15 showing available at amc pacific place 11 . is that acceptable ?
